2026-04-14 19:18:23,366 | INFO     | mcp_app.router | router.py:48 | Router initialized: qwen2.5:3b @ http://host.docker.internal:11434
2026-04-14 19:18:23,366 | INFO     | mcp_app.web | server.py:134 | Router initialized: http://host.docker.internal:11434
2026-04-14 19:18:23,373 | INFO     | mcp_app.web | server.py:609 | Web server ready at http://127.0.0.1:8092/chat
2026-04-14 19:18:28,608 | INFO     | mcp_app.web | server.py:534 | 127.0.0.1 - "GET /api/health HTTP/1.1" 200 -
2026-04-14 19:18:41,644 | INFO     | mcp_app.router | router.py:48 | Router initialized: qwen2.5:3b @ http://host.docker.internal:11434
2026-04-14 19:18:41,652 | INFO     | mcp_app.web | server.py:134 | Router initialized: http://host.docker.internal:11434
2026-04-14 19:18:41,657 | INFO     | mcp_app.web | server.py:609 | Web server ready at http://127.0.0.1:8093/chat
2026-04-14 19:18:49,011 | INFO     | mcp_app.mcp_client | client.py:46 | Connecting to MCP Server (stdio mode)...
2026-04-14 19:18:58,459 | INFO     | mcp_app.mcp_client | client.py:59 | ✅ MCP Server connected
2026-04-14 19:18:58,459 | INFO     | mcp_app.mcp_client | client.py:101 | Discovering tools...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:124 | Discovered 12 tools:
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • search_events: Intelligent event search - core entry to...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_event_detail: Get event details - includes cause and e...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_regional_overview: GetRegional SituationOverview - insightS...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_hot_events: GetdailyHot Eventsrecommend

Example:
- ...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_top_events: Get top events by heat score in a time p...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_daily_brief: Getdailysimplereport - categorynews-like...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • search_news_context: 【RAG semanticsearch】querynewsknowknowled...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • stream_events: 【streamingquery】handleprocessbigamountEv...
2026-04-14 19:18:58,467 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_dashboard: [Optimized] Dashboard data - concurrent ...
2026-04-14 19:18:58,468 | INFO     | mcp_app.mcp_client | client.py:128 |   • analyze_time_series: 【optization】advancedTimeseriesanalysis -...
2026-04-14 19:18:58,468 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_geo_heatmap: [Optimized] Geographic heatmap data - gr...
2026-04-14 19:18:58,468 | INFO     | mcp_app.mcp_client | client.py:128 |   • stream_query_events: [Optimized] Streaming query - process la...
2026-04-14 19:19:00,501 | ERROR    | mcp_app.router | router.py:86 | Ollama call failed: Cannot connect to host host.docker.internal:11434 ssl:default [远程计算机拒绝网络连接。]
2026-04-14 19:19:00,501 | INFO     | mcp_app.web | server.py:201 | Router decision: query (confidence: 0.60)
2026-04-14 19:19:00,502 | INFO     | mcp_app.llm | llm.py:179 | Sending request to kimi_code (history: 2 messages)
2026-04-14 19:19:15,559 | INFO     | mcp_app.llm | llm.py:227 | Received reply: I don't have a direct schema exploration tool in my current function set, but based on the GDELT 2.0...
2026-04-14 19:19:15,855 | INFO     | mcp_app.mcp_client | client.py:193 | 🔌 MCP Server connection closed
2026-04-14 19:19:15,856 | INFO     | mcp_app.web | server.py:534 | 127.0.0.1 - "POST /api/chat HTTP/1.1" 200 -
2026-04-14 19:20:05,915 | INFO     | mcp_app.router | router.py:48 | Router initialized: qwen2.5:3b @ http://host.docker.internal:11434
2026-04-14 19:20:05,915 | INFO     | mcp_app.web | server.py:134 | Router initialized: http://host.docker.internal:11434
2026-04-14 19:20:05,920 | INFO     | mcp_app.web | server.py:609 | Web server ready at http://127.0.0.1:8094/chat
2026-04-14 19:20:13,267 | INFO     | mcp_app.mcp_client | client.py:46 | Connecting to MCP Server (stdio mode)...
2026-04-14 19:20:15,167 | INFO     | mcp_app.mcp_client | client.py:59 | ✅ MCP Server connected
2026-04-14 19:20:15,167 | INFO     | mcp_app.mcp_client | client.py:101 | Discovering tools...
2026-04-14 19:20:15,174 | INFO     | mcp_app.mcp_client | client.py:124 | Discovered 12 tools:
2026-04-14 19:20:15,174 | INFO     | mcp_app.mcp_client | client.py:128 |   • search_events: Intelligent event search - core entry to...
2026-04-14 19:20:15,174 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_event_detail: Get event details - includes cause and e...
2026-04-14 19:20:15,174 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_regional_overview: GetRegional SituationOverview - insightS...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_hot_events: GetdailyHot Eventsrecommend

Example:
- ...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_top_events: Get top events by heat score in a time p...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_daily_brief: Getdailysimplereport - categorynews-like...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • search_news_context: 【RAG semanticsearch】querynewsknowknowled...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • stream_events: 【streamingquery】handleprocessbigamountEv...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_dashboard: [Optimized] Dashboard data - concurrent ...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • analyze_time_series: 【optization】advancedTimeseriesanalysis -...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • get_geo_heatmap: [Optimized] Geographic heatmap data - gr...
2026-04-14 19:20:15,175 | INFO     | mcp_app.mcp_client | client.py:128 |   • stream_query_events: [Optimized] Streaming query - process la...
2026-04-14 19:20:17,208 | ERROR    | mcp_app.router | router.py:86 | Ollama call failed: Cannot connect to host host.docker.internal:11434 ssl:default [远程计算机拒绝网络连接。]
2026-04-14 19:20:17,208 | INFO     | mcp_app.web | server.py:201 | Router decision: analysis (confidence: 0.60)
2026-04-14 19:20:17,208 | INFO     | mcp_app.llm | llm.py:179 | Sending request to kimi_code (history: 2 messages)
2026-04-14 19:20:33,574 | INFO     | mcp_app.llm | llm.py:267 | AI requests to call 3 tools
2026-04-14 19:20:33,574 | INFO     | mcp_app.llm | llm.py:286 | [Parallel] Calling tool: search_events
2026-04-14 19:20:33,574 | INFO     | mcp_app.llm | llm.py:286 | [Parallel] Calling tool: search_events
2026-04-14 19:20:33,574 | INFO     | mcp_app.llm | llm.py:286 | [Parallel] Calling tool: analyze_time_series
2026-04-14 19:20:33,617 | INFO     | mcp_app.llm | llm.py:296 | [Parallel] Tool search_events returned (0.04s): ❌ Query failed: (1146, "Table 'gdelt.event_fingerprints' doesn't exist")
2026-04-14 19:20:33,618 | INFO     | mcp_app.llm | llm.py:296 | [Parallel] Tool search_events returned (0.04s): ❌ Query failed: (1146, "Table 'gdelt.event_fingerprints' doesn't exist")
2026-04-14 19:20:33,619 | INFO     | mcp_app.llm | llm.py:296 | [Parallel] Tool analyze_time_series returned (0.04s): ❌ analysisfailed: [Error 1054] Column not found: (1054, "Unknown column 'SQLDATE...
2026-04-14 19:20:33,620 | INFO     | mcp_app.llm | llm.py:179 | Sending request to kimi_code (history: 6 messages)
2026-04-14 19:21:23,098 | INFO     | mcp_app.llm | llm.py:227 | Received reply: </antThinking>I need to check the database schema first since the queries failed. Let me verify the ...
2026-04-14 19:21:23,395 | INFO     | mcp_app.mcp_client | client.py:193 | 🔌 MCP Server connection closed
2026-04-14 19:21:23,397 | INFO     | mcp_app.web | server.py:534 | 127.0.0.1 - "POST /api/chat HTTP/1.1" 200 -
2026-04-14 19:32:56,853 | INFO     | mcp_app.router | router.py:48 | Router initialized: qwen2.5:3b @ http://host.docker.internal:11434
2026-04-14 19:32:56,854 | INFO     | mcp_app.web | server.py:134 | Router initialized: http://host.docker.internal:11434
2026-04-14 19:32:56,859 | INFO     | mcp_app.web | server.py:609 | Web server ready at http://127.0.0.1:8080/chat
2026-04-14 21:05:03,627 | INFO     | mcp_app.web | server.py:145 | Router disabled; using direct tool selection.
2026-04-14 21:05:03,645 | INFO     | mcp_app.web | server.py:155 | MCP SSE server already running on port 8000
2026-04-14 21:05:03,654 | INFO     | mcp_app.web | server.py:663 | Web server ready at http://127.0.0.1:8080/chat
2026-04-14 21:05:11,384 | INFO     | mcp_app.web | server.py:534 | 127.0.0.1 - "GET /api/health HTTP/1.1" 200 -
2026-04-14 21:06:06,960 | INFO     | mcp_app.web | server.py:145 | Router disabled; using direct tool selection.
2026-04-14 21:06:06,961 | INFO     | mcp_app.web | server.py:155 | MCP SSE server already running on port 8000
2026-04-14 21:06:06,966 | INFO     | mcp_app.web | server.py:663 | Web server ready at http://127.0.0.1:8080/chat
2026-04-14 21:06:18,210 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /api/health HTTP/1.1" 200 -
2026-04-14 21:06:27,255 | INFO     | mcp_app.mcp_client | client.py:47 | Connecting to MCP Server (sse mode)...
2026-04-14 21:06:28,010 | INFO     | mcp_app.mcp_client | client.py:60 | ✅ MCP Server connected
2026-04-14 21:06:28,086 | INFO     | mcp_app.mcp_client | client.py:102 | Discovering tools...
2026-04-14 21:06:28,093 | INFO     | mcp_app.mcp_client | client.py:137 | Discovered 11 tools:
2026-04-14 21:06:28,093 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema: ...
2026-04-14 21:06:28,094 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema_guide: ...
2026-04-14 21:06:28,095 | INFO     | mcp_app.mcp_client | client.py:141 |   • execute_sql: ...
2026-04-14 21:06:28,095 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_time_range: ...
2026-04-14 21:06:28,126 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_actor: ...
2026-04-14 21:06:28,162 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_location: ...
2026-04-14 21:06:28,196 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_daily_events: ...
2026-04-14 21:06:28,227 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_top_actors: ...
2026-04-14 21:06:28,228 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_conflict_cooperation: ...
2026-04-14 21:06:28,259 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_cache_stats: ...
2026-04-14 21:06:28,291 | INFO     | mcp_app.mcp_client | client.py:141 |   • clear_cache: ...
2026-04-14 21:06:28,322 | INFO     | mcp_app.llm | llm.py:179 | Sending request to kimi_code (history: 2 messages)
2026-04-14 21:06:33,132 | INFO     | mcp_app.llm | llm.py:280 | AI requests to call 1 tools
2026-04-14 21:06:33,132 | INFO     | mcp_app.llm | llm.py:299 | [Parallel] Calling tool: analyze_conflict_cooperation
2026-04-14 21:06:33,958 | INFO     | mcp_app.llm | llm.py:309 | [Parallel] Tool analyze_conflict_cooperation returned (0.83s): | entity | total_events | conflict_events | cooperation_events | avg_goldstein |...
2026-04-14 21:06:33,958 | INFO     | mcp_app.llm | llm.py:179 | Sending request to kimi_code (history: 4 messages)
2026-04-14 21:08:10,705 | INFO     | mcp_app.llm | llm.py:240 | Received reply: Let me get the specific bilateral data between the US and Canada, as the above appears to be aggrega...
2026-04-14 21:08:10,706 | INFO     | mcp_app.mcp_client | client.py:211 | 🔌 MCP Server connection closed
2026-04-14 21:08:10,711 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "POST /api/chat HTTP/1.1" 200 -
2026-04-14 21:09:14,841 | INFO     | mcp_app.web | server.py:145 | Router disabled; using direct tool selection.
2026-04-14 21:09:14,842 | INFO     | mcp_app.web | server.py:155 | MCP SSE server already running on port 8000
2026-04-14 21:09:14,847 | INFO     | mcp_app.web | server.py:663 | Web server ready at http://127.0.0.1:8080/chat
2026-04-14 21:09:26,635 | INFO     | mcp_app.mcp_client | client.py:47 | Connecting to MCP Server (sse mode)...
2026-04-14 21:09:27,395 | INFO     | mcp_app.mcp_client | client.py:60 | ✅ MCP Server connected
2026-04-14 21:09:27,399 | INFO     | mcp_app.mcp_client | client.py:102 | Discovering tools...
2026-04-14 21:09:27,405 | INFO     | mcp_app.mcp_client | client.py:137 | Discovered 11 tools:
2026-04-14 21:09:27,405 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema: ...
2026-04-14 21:09:27,406 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema_guide: ...
2026-04-14 21:09:27,407 | INFO     | mcp_app.mcp_client | client.py:141 |   • execute_sql: ...
2026-04-14 21:09:27,459 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_time_range: ...
2026-04-14 21:09:27,500 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_actor: ...
2026-04-14 21:09:27,533 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_location: ...
2026-04-14 21:09:27,534 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_daily_events: ...
2026-04-14 21:09:27,565 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_top_actors: ...
2026-04-14 21:09:27,599 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_conflict_cooperation: ...
2026-04-14 21:09:27,640 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_cache_stats: ...
2026-04-14 21:09:27,669 | INFO     | mcp_app.mcp_client | client.py:141 |   • clear_cache: ...
2026-04-14 21:09:27,699 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 2 messages)
2026-04-14 21:09:31,920 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:09:31,920 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: analyze_conflict_cooperation
2026-04-14 21:09:31,924 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool analyze_conflict_cooperation returned (0.00s): | entity | total_events | conflict_events | cooperation_events | avg_goldstein |...
2026-04-14 21:09:31,925 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 4 messages)
2026-04-14 21:09:39,582 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:09:39,583 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: execute_sql
2026-04-14 21:09:40,010 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool execute_sql returned (0.43s): | quarter | total_events | conflict_events | cooperation_events | avg_goldstein ...
2026-04-14 21:09:40,010 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 6 messages)
2026-04-14 21:09:46,614 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:09:46,614 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: execute_sql
2026-04-14 21:09:47,041 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool execute_sql returned (0.43s): | month | total_events | conflict_events | cooperation_events | avg_goldstein | ...
2026-04-14 21:09:47,041 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 8 messages)
2026-04-14 21:09:59,281 | INFO     | mcp_app.llm | llm.py:253 | Received reply: In 2024, U.S.-Canada bilateral relations in the GDELT dataset were **overwhelmingly cooperative**, w...
2026-04-14 21:09:59,282 | INFO     | mcp_app.mcp_client | client.py:211 | 🔌 MCP Server connection closed
2026-04-14 21:09:59,285 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "POST /api/chat HTTP/1.1" 200 -
2026-04-14 21:10:24,937 | INFO     | mcp_app.web | server.py:145 | Router disabled; using direct tool selection.
2026-04-14 21:10:25,441 | INFO     | mcp_app.web | server.py:177 | Started MCP SSE server on port 8000
2026-04-14 21:10:26,976 | INFO     | mcp_app.web | server.py:663 | Web server ready at http://127.0.0.1:8080/chat
2026-04-14 21:10:36,258 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /api/health HTTP/1.1" 200 -
2026-04-14 21:10:43,365 | INFO     | mcp_app.mcp_client | client.py:47 | Connecting to MCP Server (sse mode)...
2026-04-14 21:10:44,122 | INFO     | mcp_app.mcp_client | client.py:60 | ✅ MCP Server connected
2026-04-14 21:10:44,126 | INFO     | mcp_app.mcp_client | client.py:102 | Discovering tools...
2026-04-14 21:10:44,132 | INFO     | mcp_app.mcp_client | client.py:137 | Discovered 11 tools:
2026-04-14 21:10:44,132 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema: ...
2026-04-14 21:10:44,134 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema_guide: ...
2026-04-14 21:10:44,134 | INFO     | mcp_app.mcp_client | client.py:141 |   • execute_sql: ...
2026-04-14 21:10:44,210 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_time_range: ...
2026-04-14 21:10:44,251 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_actor: ...
2026-04-14 21:10:44,300 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_location: ...
2026-04-14 21:10:44,328 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_daily_events: ...
2026-04-14 21:10:44,329 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_top_actors: ...
2026-04-14 21:10:44,360 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_conflict_cooperation: ...
2026-04-14 21:10:44,390 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_cache_stats: ...
2026-04-14 21:10:44,419 | INFO     | mcp_app.mcp_client | client.py:141 |   • clear_cache: ...
2026-04-14 21:10:44,449 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 2 messages)
2026-04-14 21:10:48,770 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:10:48,770 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: analyze_conflict_cooperation
2026-04-14 21:10:49,671 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool analyze_conflict_cooperation returned (0.90s): | entity | total_events | conflict_events | cooperation_events | avg_goldstein |...
2026-04-14 21:10:49,672 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 4 messages)
2026-04-14 21:10:58,170 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:10:58,171 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: execute_sql
2026-04-14 21:10:58,598 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool execute_sql returned (0.43s): Error calling tool 'execute_sql': DuckDB fetchall failed: Binder Error: Referenc...
2026-04-14 21:10:58,598 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 6 messages)
2026-04-14 21:11:05,972 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:11:05,972 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: execute_sql
2026-04-14 21:11:06,387 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool execute_sql returned (0.41s): | total_events | conflict_events | cooperation_events | avg_goldstein | avg_tone...
2026-04-14 21:11:06,387 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 8 messages)
2026-04-14 21:11:13,776 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:11:13,776 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: execute_sql
2026-04-14 21:11:14,208 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool execute_sql returned (0.43s): | month | total_events | conflict_events | cooperation_events | avg_goldstein | ...
2026-04-14 21:11:14,208 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 10 messages)
2026-04-14 21:11:32,070 | INFO     | mcp_app.llm | llm.py:253 | Received reply: In 2024, U.S.-Canada bilateral relations were **strongly cooperation-dominant**, with **65,592 coope...
2026-04-14 21:11:32,071 | INFO     | mcp_app.mcp_client | client.py:211 | 🔌 MCP Server connection closed
2026-04-14 21:11:32,074 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "POST /api/chat HTTP/1.1" 200 -
2026-04-14 21:19:31,772 | INFO     | mcp_app.web | server.py:145 | Router disabled; using direct tool selection.
2026-04-14 21:19:31,772 | INFO     | mcp_app.web | server.py:155 | MCP SSE server already running on port 8000
2026-04-14 21:19:31,777 | INFO     | mcp_app.web | server.py:663 | Web server ready at http://127.0.0.1:8080/chat
2026-04-14 21:19:39,581 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /chat HTTP/1.1" 200 -
2026-04-14 21:19:39,623 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /static/styles.css?v=2 HTTP/1.1" 200 -
2026-04-14 21:19:39,624 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /static/app.js?v=2 HTTP/1.1" 200 -
2026-04-14 21:19:39,674 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /api/health HTTP/1.1" 200 -
